"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 종로구 경희궁1가길 3","서울특별시 종로구 신문로2가 1-183","126.969370778","37.572080323","100324","11110000149","KOR","교보생명다솜이어린이집","","종로구","","","","","","02-722-2012","직장","일반","65","51","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:22.0","2018-10-12 17:30:22.0"
"서울특별시 종로구 경희궁길 26","서울특별시 종로구 신문로2가 1-158","126.970969493","37.572260535","100324","11110000150","KOR","KIM&CHANG 어린이집","","종로구","","","","","","02-738-6901","직장","일반","49","47","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:22.0","2018-10-12 17:30:22.0"
"서울특별시 종로구 지봉로5길 7","서울특별시 종로구 창신동 232","127.014221092","37.574239072","100324","11110000151","KOR","아이소리어린이집","","종로구","","","","","","02-3672-5011","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:22.0","2018-10-12 17:30:22.0"
"서울특별시 종로구 인사동7길 32","서울특별시 종로구 관훈동 192-18","126.984319407","37.573077098","100324","11110000152","KOR","SK건설행복날개어린이집","","종로구","","","","","","02-6395-0202","직장","일반","49","38","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-10-12 17:30:21.0"
"창덕궁길 19","","126.988569114","37.578232280","100324","11110000153","KOR","현대다솜어린이집","","종로구","","","","","","02-746-7601","직장","일반","49","26","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-21 04:00:05.0"
"진흥로22길 8-1","","126.958284776","37.606682885","100324","11110000154","KOR","구기어린이집","","종로구","","","","","","02-391-7072","민간개인","시간연장형","33","33","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-05 04:00:06.0"
"평창문화로 73-7","","126.968166302","37.606450448","100324","11110000155","KOR","종로생명숲어린이집","","종로구","","","","","","02-359-1671","국공립","시간연장형","123","120","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-11 04:00:08.0"
"서울특별시 종로구 종로 33","서울특별시 종로구 청진동 70","126.981436238","37.570959063","100324","11110000156","KOR","GS건설 꿈과 희망의 어린이집","","종로구","","","","","","02-3789-5971","직장","일반","76","55","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-10-12 17:30:21.0"
"신문로2가 새문안로 58","","126.971559173","37.569321085","100324","11110000157","KOR","LG광화문어린이집","","종로구","","","","","","070-4065-0286","직장","일반","40","22","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-11-17 04:00:07.0"
"신문로2가 경희궁1길 9","","126.971013333","37.571123524","100324","11110000158","KOR","현대해상 온마음어린이집","","종로구","","","","","","02-725-5355","직장","일반","49","44","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-01 04:00:16.0"
"명륜3가 성균관로1길 6-3","","126.997797876","37.583438123","100324","11110000159","KOR","창경어린이집","","종로구","","","","","","02-766-1514","국공립","시간연장형","34","28","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-04 04:00:11.0"
"서울특별시 종로구 성균관로1길 6-3","서울특별시 종로구 명륜3가 147-1","126.997797876","37.583438123","100324","11110000160","KOR","종로구육아종합지원센터","","종로구","","","","","","02-737-0890","국공립","null","5","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-10-12 17:30:21.0"
"사직로8길 20","","126.970820677","37.574325206","100324","11110000162","KOR","아이누리 어린이집","","종로구","","","","","","02-6959-7695","직장","일반","49","36","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-11-01 04:00:06.0"
"서울특별시 종로구 창신5길 65-4","서울특별시 종로구 창신동 110-1","127.013615278","37.575201806","100324","11110000163","KOR","종로구육아종합지원센터(창신점)","","종로구","","","","","","02-766-0891","국공립","null","5","0","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-10-12 17:30:21.0"
"홍지문2길 37","","126.953819235","37.601053174","100324","11110000164","KOR","상명행복어린이집","","종로구","","","","","","02-2287-5223","직장","일반","23","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-11-02 04:00:10.0"
"김상옥로 29","","127.000601038","37.573645245","100324","11110000165","KOR","SGI서울보증 어린이집","","종로구","","","","","","02-3671-7051","직장","일반","49","29","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-03 04:00:12.0"
"신문로1가 새문안로 75","","126.972984232","37.570660300","100324","11110000166","KOR","푸르지오어린이집","","종로구","","","","","","02-2288-2761","직장","일반","49","36","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-04 04:00:12.0"
"사직로8길 31","","126.971980132","37.574875477","100324","11110000167","KOR","서울경찰청어린이집","","종로구","","","","","","02-720-8502","직장","일반","80","64","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-01 04:00:17.0"
"종로1길 36","","126.978988140","37.573505920","100324","11110000168","KOR","한숲어린이집","","종로구","","","","","","070-4060-4866","직장","일반","39","33","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-22 04:00:06.0"
"서울특별시 종로구 낙산길 198","서울특별시 종로구 창신동 703","127.012249764","37.579931213","100324","11110000169","KOR","천사어린이집","","종로구","","","","","","02-3674-1004","국공립","시간연장형","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-10-12 17:30:21.0"
"종로 47","","126.982439153","37.571125321","100324","11110000170","KOR","SC으뜸별 어린이집","","종로구","","","","","","02-3210-0904","직장","일반","44","23","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-01 04:00:11.0"
"숭인동길 47","","127.021869741","37.577063203","100324","11110000171","KOR","도담도담어린이집","","종로구","","","","","","02-921-4500","국공립","일반","62","49","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2019-01-22 04:00:06.0"
"경교장길 35","","126.965227878","37.568931313","100324","11110000172","KOR","경희궁자이어린이집","","종로구","","","","","","02-720-1633","국공립","일반","65","46","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:21.0","2018-12-04 04:00:12.0"
"송월길 130","","126.964497038","37.572234850","100324","11110000173","KOR","경희궁초록어린이집","","종로구","","","","","","070-4024-1499","국공립","일반","23","22","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2018-11-08 04:00:05.0"
"송월길 99","","126.963582767","37.569794181","100324","11110000174","KOR","경희궁솔빛어린이집","","종로구","","","","","","02-732-8003","국공립","일반","45","42","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2018-11-15 04:00:03.0"
"통일로 246-11","","126.958963993","37.575428199","100324","11110000175","KOR","동화속아이들어린이집","","종로구","","","","","","02-733-2440","국공립","일반","65","54","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2019-01-02 04:00:05.0"
"종로33길 31","","127.001041610","37.572405125","100324","11110000176","KOR","삼양어린이집","","종로구","","","","","","02-760-5081","직장","일반","45","7","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2018-11-06 04:00:13.0"
"다산로36가길 36","","127.020489699","37.561380955","100324","11140000003","KOR","은지어린이집","","중구","","","","","","02-2254-3649","가정","시간연장형 휴일보육","15","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2018-11-06 04:00:14.0"
"동호로15길 50","","127.008280588","37.554345001","100324","11140000005","KOR","다산어린이집","","중구","","","","","","02-2232-6905","국공립","장애아통합 방과후 통합 시간연장형","195","148","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:30:20.0","2019-01-11 04:00:08.0"
